CustomerKey|SalesTerritoryKey|First Name|Middle Name|Last Name|Birth Date|Marital Status|Gender|Email Address|Yearly Income|Total Children|Children at Home|Education|Occupation|Home Owner|Cars Owned|Street Address|City|State/Province|Postal Code|CountryRegionCode|Initial Purchase Date|Commute Distance
11738|6|Elijah|NULL|Alexander|1970-10-05|M|M|elijah20@adventure-works.com|60000.00|4|3|Bachelors|Professional|1|0|6933 Sutton Circle|Oak Bay|BC|V8P|CA|2013-02-02|2-5 Miles
11739|6|Aaron|L|King|1964-11-10|M|M|aaron51@adventure-works.com|70000.00|2|0|Graduate Degree|Professional|1|1|2243 W St.|Shawnee|BC|V9B 5T2|CA|2013-01-13|0-1 Miles
11740|6|Jan|M|Hall|1964-10-21|M|F|jan18@adventure-works.com|70000.00|5|5|Graduate Degree|Professional|0|3|5793 West Road|Vancouver|BC|V7L 4J4|CA|2013-03-07|10+ Miles
11741|4|Tamara|L|Chander|1965-01-22|M|F|tamara27@adventure-works.com|80000.00|4|0|Graduate Degree|Professional|1|0|6344 Dartmouth Way|Chula Vista|CA|91910|US|2011-10-15|0-1 Miles
11742|4|Edward|NULL|Lewis|1964-05-01|S|M|edward43@adventure-works.com|60000.00|3|2|Bachelors|Professional|0|1|3508 Canning Road|Redwood City|CA|94063|US|2011-10-03|0-1 Miles
11743|4|Chase|E|Kelly|1974-09-09|M|M|chase3@adventure-works.com|60000.00|1|0|Bachelors|Professional|1|1|5940 Dleta Road|Spring Valley|CA|91977|US|2011-10-25|0-1 Miles
11744|4|Stephanie|D|Campbell|1964-03-06|M|F|stephanie54@adventure-works.com|60000.00|1|0|Bachelors|Professional|1|1|6339 E. 108th Street|Spring Valley|CA|91977|US|2013-04-13|2-5 Miles
11745|1|Allison|NULL|Gonzalez|1964-04-11|M|F|allison31@adventure-works.com|60000.00|1|0|Bachelors|Professional|1|1|3345 Macaroon Drive|Walla Walla|WA|99362|US|2011-10-10|0-1 Miles
11746|1|Seth|NULL|Brooks|1964-05-30|S|M|seth74@adventure-works.com|60000.00|1|0|Bachelors|Professional|1|1|733 Eaker Way|Tacoma|WA|98403|US|2013-01-28|2-5 Miles
11747|1|Destiny|NULL|Davis|1963-08-09|M|F|destiny5@adventure-works.com|70000.00|5|4|Graduate Degree|Professional|1|1|7121 Oakleaf Ct.|Edmonds|WA|98020|US|2013-08-07|2-5 Miles
11748|6|Blake|NULL|Hill|1964-01-15|M|M|blake30@adventure-works.com|70000.00|5|4|Graduate Degree|Professional|1|1|1315 Norse Drive|Victoria|BC|V8V|CA|2013-06-07|0-1 Miles
11749|9|Eduardo|C|Jackson|1980-09-09|M|M|eduardo10@adventure-works.com|80000.00|4|4|Graduate Degree|Management|0|1|5524 Virgil St|Coffs Harbour|NSW|2450|AU|2013-04-08|0-1 Miles
11750|9|Latoya|A|She|1984-09-17|M|F|latoya0@adventure-works.com|60000.00|2|2|Bachelors|Professional|1|1|2681 Black Walnut Ct.|Newcastle|NSW|2300|AU|2011-07-14|0-1 Miles
11751|9|Victoria|NULL|Gonzales|1976-01-14|M|F|victoria63@adventure-works.com|80000.00|4|4|Graduate Degree|Management|1|1|1872 Walnut Avenue|Melton|VIC|3337|AU|2011-07-08|0-1 Miles
11752|9|Lauren|NULL|Bryant|1981-05-03|M|F|lauren64@adventure-works.com|80000.00|4|4|Graduate Degree|Management|1|1|7551 Santa Lucia|Goulburn|NSW|2580|AU|2013-02-27|0-1 Miles
11753|9|Felicia|J|Ortega|1975-09-15|M|F|felicia20@adventure-works.com|80000.00|4|4|Graduate Degree|Management|1|1|452 Rain Drop Circle|Coffs Harbour|NSW|2450|AU|2013-04-19|0-1 Miles
11754|9|Janet|L|Ortega|1976-01-05|M|F|janet27@adventure-works.com|90000.00|2|0|Bachelors|Professional|1|0|4921 Oakwood Circle|Malabar|NSW|2036|AU|2011-07-16|0-1 Miles
11755|9|Willie|J|Pal|1973-11-12|M|M|willie31@adventure-works.com|60000.00|2|2|Bachelors|Professional|1|1|9893 Hastings Dr|Hervey Bay|QLD|4655|AU|2013-05-31|2-5 Miles
11756|9|Linda|C|Ortega|1974-03-13|S|F|linda37@adventure-works.com|60000.00|2|2|Bachelors|Professional|0|1|3544 Brush Creek Drive|St. Leonards|NSW|2065|AU|2011-07-28|0-1 Miles
11757|9|Vincent|L|Cai|1979-05-11|M|M|vincent21@adventure-works.com|70000.00|5|5|Bachelors|Professional|1|3|5917 Panoramic Avenue|Cranbourne|VIC|3977|AU|2013-02-23|10+ Miles
11758|9|Colin|NULL|Yuan|1979-12-19|M|M|colin30@adventure-works.com|70000.00|5|5|Bachelors|Professional|1|3|1064 William Way|Darlinghurst|NSW|2010|AU|2013-03-30|10+ Miles
11759|9|Dawn|L|Nath|1980-11-18|M|F|dawn42@adventure-works.com|110000.00|1|0|Graduate Degree|Management|0|1|6969 Eaker Way|Cloverdale|SA|6105|AU|2011-07-10|0-1 Miles
11760|9|Melody|R|Moreno|1973-04-25|M|F|melody7@adventure-works.com|70000.00|5|5|Bachelors|Professional|1|4|6312 San Ramon Road|Findon|SA|5023|AU|2013-03-31|10+ Miles
11761|9|Edgar|NULL|Mehta|1972-10-16|S|M|edgar15@adventure-works.com|70000.00|5|5|Bachelors|Professional|1|4|4173 Willow Pass Road|Hobart|TAS|7001|AU|2011-08-05|10+ Miles
11762|9|Randall|R|Gomez|1984-02-17|M|M|randall2@adventure-works.com|70000.00|5|5|Bachelors|Professional|1|4|1159 Lacassie Ave|Wollongong|NSW|2500|AU|2011-08-07|10+ Miles
11763|9|Ross|R|Fernandez|1972-08-10|M|M|ross15@adventure-works.com|80000.00|5|5|Graduate Degree|Management|1|2|8461 Everett Ct|Springwood|NSW|2777|AU|2013-01-30|0-1 Miles
11764|9|Jessie|R|Ramos|1973-01-13|S|F|jessie36@adventure-works.com|80000.00|5|5|Graduate Degree|Management|1|3|5613 Gary Drive|Newcastle|NSW|2300|AU|2011-09-09|0-1 Miles
11765|9|Marc|NULL|Torres|1983-04-06|M|M|marc15@adventure-works.com|80000.00|5|5|Bachelors|Professional|1|3|1439 N. Michell Canyon Road|North Ryde|NSW|2113|AU|2011-09-12|0-1 Miles
11766|9|Candace|M|Raman|1972-01-01|S|F|candace12@adventure-works.com|90000.00|0|0|Bachelors|Professional|0|0|1060 Mcelroy Court|South Melbourne|VIC|3205|AU|2011-09-19|2-5 Miles
11767|9|Meagan|NULL|Madan|1977-05-20|S|F|meagan8@adventure-works.com|90000.00|0|0|Bachelors|Professional|0|0|8250 11th Avenue|Hawthorne|QLD|4171|AU|2011-09-17|2-5 Miles
11768|9|Clayton|NULL|Nara|1983-04-03|M|M|clayton34@adventure-works.com|90000.00|2|0|Bachelors|Professional|1|0|4642 Peabody Road|Perth|SA|6006|AU|2011-09-03|1-2 Miles
11769|6|Haley|L|Hernandez|1979-02-14|S|F|haley53@adventure-works.com|50000.00|0|0|Graduate Degree|Skilled Manual|1|0|1671 Via Del Verdes|Newton|BC|V2L3W8|CA|2013-04-28|0-1 Miles
11770|1|Peter|T|Nara|1979-02-20|S|M|peter21@adventure-works.com|50000.00|0|0|Graduate Degree|Skilled Manual|0|0|6489 Kentucky Drive|Ballard|WA|98107|US|2013-08-08|1-2 Miles
11771|1|Isaac|D|Rivera|1979-04-07|S|M|isaac16@adventure-works.com|50000.00|0|0|Graduate Degree|Skilled Manual|0|0|7962 Macalvey Drive|Marysville|WA|98270|US|2013-03-31|1-2 Miles
11772|1|Cameron|M|Moore|1984-01-21|M|M|cameron48@adventure-works.com|50000.00|1|0|Graduate Degree|Skilled Manual|1|0|5551 Silverado Dr.|Tacoma|WA|98403|US|2011-10-08|1-2 Miles
11773|4|Gavin|E|Diaz|1979-01-03|S|M|gavin20@adventure-works.com|50000.00|1|0|Graduate Degree|Skilled Manual|1|0|6082 Trafalgar Circle|El Cajon|CA|92020|US|2011-10-23|1-2 Miles
11774|4|Emma|NULL|Sanchez|1978-10-10|M|F|emma25@adventure-works.com|50000.00|1|0|Graduate Degree|Skilled Manual|1|0|4996 Hillview Drive|National City|CA|91950|US|2011-10-26|0-1 Miles
11775|4|Sierra|NULL|Roberts|1978-11-22|S|F|sierra3@adventure-works.com|50000.00|1|0|Graduate Degree|Skilled Manual|1|0|1721 Concord Blvd|Palo Alto|CA|94303|US|2011-10-03|0-1 Miles
11776|4|Seth|A|Mitchell|1978-12-31|M|M|seth38@adventure-works.com|50000.00|1|0|Graduate Degree|Skilled Manual|1|0|8125 Westbury Drive|Santa Cruz|CA|95062|US|2011-10-05|1-2 Miles
11777|4|Miranda|NULL|Long|1978-01-21|S|F|miranda9@adventure-works.com|40000.00|1|0|Graduate Degree|Skilled Manual|1|0|8970 Cash Avenue|Burlingame|CA|94010|US|2011-10-14|0-1 Miles
11778|1|Haley|A|Henderson|1976-09-17|S|F|haley24@adventure-works.com|60000.00|1|0|Graduate Degree|Skilled Manual|1|0|1019 Chance Drive|Sedro Woolley|WA|98284|US|2011-10-27|0-1 Miles
11779|1|Sarah|P|Jackson|1977-01-15|S|F|sarah14@adventure-works.com|60000.00|1|0|Graduate Degree|Skilled Manual|1|0|1058 Park Blvd.|Woodburn|OR|97071|US|2011-10-17|1-2 Miles
11780|1|Jessica|K|Alexander|1977-05-19|S|F|jessica43@adventure-works.com|60000.00|1|0|Graduate Degree|Skilled Manual|1|0|3459 Tri-state Ave|Edmonds|WA|98020|US|2011-10-15|0-1 Miles
11781|4|Carlos|NULL|Gray|1976-09-06|M|M|carlos7@adventure-works.com|60000.00|1|1|Graduate Degree|Skilled Manual|1|0|4239 Water St.|Daly City|CA|94015|US|2013-03-06|0-1 Miles
11782|4|Barbara|K|Jai|1982-03-13|M|F|barbara42@adventure-works.com|60000.00|1|1|Graduate Degree|Skilled Manual|1|0|9834 Hamlet|Burbank|CA|91502|US|2013-08-02|0-1 Miles
11783|4|Sara|A|Mitchell|1982-11-13|M|F|sara37@adventure-works.com|60000.00|1|1|Graduate Degree|Skilled Manual|1|0|9024 Dumbarton Drive|San Diego|CA|92102|US|2013-03-23|0-1 Miles
11784|6|Jose|NULL|Turner|1978-06-18|M|M|jose42@adventure-works.com|40000.00|1|1|Graduate Degree|Skilled Manual|1|0|6648 Choctaw Court|Metchosin|BC|V9|CA|2013-04-12|0-1 Miles
11785|1|Theodore|D|Diaz|1983-02-21|M|M|theodore3@adventure-works.com|40000.00|1|1|Bachelors|Skilled Manual|1|0|4956 Vista Del Diablo|Ballard|WA|98107|US|2013-04-21|0-1 Miles
11786|1|Ian|G|Murphy|1978-03-13|S|M|ian82@adventure-works.com|60000.00|1|0|Graduate Degree|Skilled Manual|1|0|2391 St. Peter Court|Redmond|WA|98052|US|2013-12-29|2-5 Miles
11787|4|Jerry|NULL|Nath|1978-03-05|M|M|jerry20@adventure-works.com|60000.00|1|0|Graduate Degree|Skilled Manual|1|0|6096 Pheasant Circle|Burbank|CA|91502|US|2013-10-13|2-5 Miles
11788|4|Destiny|A|James|1977-08-18|S|F|destiny43@adventure-works.com|70000.00|1|0|Graduate Degree|Professional|1|0|6538 Camelback Road|Los Angeles|CA|90012|US|2013-05-09|2-5 Miles
11789|4|Bailey|NULL|Phillips|1981-02-16|M|F|bailey27@adventure-works.com|50000.00|1|1|Bachelors|Skilled Manual|1|0|571 Lafayette Drive|National City|CA|91950|US|2013-03-07|2-5 Miles
11790|4|Timothy|C|Gonzalez|1981-05-17|M|M|timothy34@adventure-works.com|50000.00|1|1|Bachelors|Skilled Manual|1|0|6615 Cambelback Place|Chula Vista|CA|91910|US|2013-03-11|2-5 Miles
11791|1|Chase|D|Morgan|1975-10-19|M|M|chase13@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|5446 N. Civic Dr.|Spokane|WA|99202|US|2013-09-29|0-1 Miles
11792|4|Alexia|J|Perry|1974-11-24|M|F|alexia7@adventure-works.com|40000.00|1|1|Bachelors|Skilled Manual|1|1|879 Hillview Ct|Colma|CA|94014|US|2013-05-03|0-1 Miles
11793|4|Xavier|G|Rogers|1980-03-16|M|M|xavier87@adventure-works.com|40000.00|1|1|Bachelors|Skilled Manual|1|1|1480 Oliveria Road|Burbank|CA|91502|US|2013-02-04|2-5 Miles
11794|4|Lauren|NULL|Ross|1975-05-01|S|F|lauren51@adventure-works.com|40000.00|2|2|Bachelors|Skilled Manual|1|0|5375 Clearland Circle|Lakewood|CA|90712|US|2013-11-28|2-5 Miles
11795|4|Nicole|NULL|Thomas|1974-08-15|S|F|nicole11@adventure-works.com|40000.00|2|2|Bachelors|Skilled Manual|1|0|4303 Athene Drive|Downey|CA|90241|US|2013-07-12|2-5 Miles
11796|4|Isabel|C|Jenkins|1985-08-03|S|F|isabel7@adventure-works.com|40000.00|2|2|Bachelors|Skilled Manual|0|0|9348 Notre Dame Ave|Downey|CA|90241|US|2011-10-16|0-1 Miles
11797|4|Devin|R|Coleman|1980-03-03|S|M|devin44@adventure-works.com|40000.00|2|2|Bachelors|Skilled Manual|1|0|4143 Heather Pl.|Oakland|CA|94611|US|2011-10-14|2-5 Miles
11798|1|Brendan|Q|Chande|1974-08-12|M|M|brendan13@adventure-works.com|40000.00|2|2|Bachelors|Skilled Manual|1|0|1519 Sheffield Place|Bremerton|WA|98312|US|2011-10-15|2-5 Miles
11799|1|Jessie|B|Wang|1980-09-09|M|M|jessie7@adventure-works.com|40000.00|2|2|Bachelors|Skilled Manual|1|0|4593 Camino Peral|Burien|WA|98168|US|2011-10-10|0-1 Miles
11800|1|Jennifer|M|Baker|1975-05-07|M|F|jennifer19@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|8998 Katharyn Drive|Beaverton|OR|97005|US|2013-08-10|2-5 Miles
11801|1|Aaron|J|Sharma|1975-03-16|M|M|aaron30@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|4073 Niagara Court|Beaverton|OR|97005|US|2013-12-12|2-5 Miles
11802|6|Madison|A|Taylor|1977-02-05|M|F|madison9@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|627 La Salle Street|Oak Bay|BC|V8P|CA|2013-02-25|0-1 Miles
11803|1|Jan|L|Hernandez|1977-03-11|S|F|jan15@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|3553 Grant Street|Olympia|WA|98501|US|2013-07-29|2-5 Miles
11804|1|Haley|M|Turner|1976-10-15|M|F|haley44@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|5450 Bellows Ct.|Redmond|WA|98052|US|2013-05-29|0-1 Miles
11805|4|Richard|M|Green|1976-09-08|M|M|richard25@adventure-works.com|70000.00|2|0|Graduate Degree|Professional|1|0|5407 Cougar Way|Beverly Hills|CA|90210|US|2013-04-23|0-1 Miles
11806|4|Jennifer|S|Stewart|1982-08-06|M|F|jennifer52@adventure-works.com|70000.00|2|0|Graduate Degree|Professional|1|0|1500 Grant Street|Burlingame|CA|94010|US|2013-02-21|0-1 Miles
11807|4|Lucas|NULL|Baker|1977-03-03|M|M|lucas48@adventure-works.com|70000.00|3|0|Graduate Degree|Professional|1|0|1086 Ash Lane|National City|CA|91950|US|2013-04-13|2-5 Miles
11808|6|James|NULL|Parker|1974-10-10|M|M|james57@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|751 Countrywood Ct.|N. Vancouver|BC|V7L 4J4|CA|2013-03-26|2-5 Miles
11809|4|Juan|NULL|Gray|1973-07-01|M|M|juan16@adventure-works.com|60000.00|2|2|Bachelors|Skilled Manual|1|0|1289 Quigley St.|Beverly Hills|CA|90210|US|2011-10-21|0-1 Miles
11810|1|Antonio|K|Washington|1978-01-03|S|M|antonio13@adventure-works.com|40000.00|0|0|Bachelors|Professional|0|1|7095 Curletto Dr.|Bremerton|WA|98312|US|2011-10-20|2-5 Miles
11811|4|Abigail|C|Brooks|1978-06-11|S|F|abigail22@adventure-works.com|40000.00|0|0|Bachelors|Professional|1|1|1617 Crossbow Way|Colma|CA|94014|US|2011-10-15|2-5 Miles
11812|1|Andrew|N|Rodriguez|1973-03-21|M|M|andrew27@adventure-works.com|40000.00|0|0|Bachelors|Professional|0|1|3997 Via De Luna|Walla Walla|WA|99362|US|2011-10-03|0-1 Miles
11813|1|Mary|NULL|Patterson|1973-05-11|M|F|mary40@adventure-works.com|40000.00|0|0|Bachelors|Professional|0|1|1102 Ravenwood|W. Linn|OR|97068|US|2011-10-16|0-1 Miles
11814|1|Dalton|L|Morgan|1976-01-05|M|M|dalton84@adventure-works.com|60000.00|2|0|Graduate Degree|Professional|1|0|4921 Oakwood Circle|Lake Oswego|OR|97034|US|2013-06-23|0-1 Miles
11815|1|Hannah|J|Patterson|1981-04-20|M|F|hannah33@adventure-works.com|70000.00|3|0|Graduate Degree|Professional|1|0|3327 Rockridge Dr.|Tacoma|WA|98403|US|2011-10-02|0-1 Miles
11816|4|Joe|A|Torres|1981-10-19|M|M|joe35@adventure-works.com|70000.00|4|0|Graduate Degree|Professional|1|0|8069 Vine Hill Way|Beverly Hills|CA|90210|US|2011-10-02|2-5 Miles
11817|4|Morgan|C|Miller|1981-11-23|S|F|morgan29@adventure-works.com|70000.00|4|0|Graduate Degree|Professional|1|0|5929 William Reed Dr.|Colma|CA|94014|US|2011-10-13|2-5 Miles
11818|4|Daniel|C|Garcia|1975-10-20|M|M|daniel8@adventure-works.com|70000.00|4|0|Graduate Degree|Professional|1|0|4010 Willow Pass Road|Coronado|CA|92118|US|2011-10-21|2-5 Miles
11819|1|Jose|NULL|Lal|1973-04-08|M|M|jose23@adventure-works.com|70000.00|2|2|Bachelors|Skilled Manual|1|1|6264 Center Ave|Everett|WA|98201|US|2013-02-15|0-1 Miles
11820|6|Katelyn|NULL|Lopez|1977-08-22|M|F|katelyn45@adventure-works.com|60000.00|0|0|Graduate Degree|Professional|1|0|8873 Folson Drive|Victoria|BC|V8V|CA|2013-02-09|0-1 Miles
11821|4|Austin|NULL|Johnson|1971-10-13|M|M|austin40@adventure-works.com|60000.00|0|0|Graduate Degree|Professional|1|0|6569 Endriss|Beverly Hills|CA|90210|US|2013-07-30|2-5 Miles
11822|4|Rohinton|H|Wadia|1971-12-11|M|F|rohinton1@adventure-works.com|60000.00|0|0|Graduate Degree|Professional|1|0|5935 Seawind Dr.|Lincoln Acres|CA|91950|US|2013-05-20|2-5 Miles
11823|6|Morgan|NULL|Turner|1977-10-20|M|F|morgan3@adventure-works.com|70000.00|0|0|Graduate Degree|Professional|1|0|6091 Bluefish Lane|Metchosin|BC|V9|CA|2013-05-18|2-5 Miles
11824|6|Jill|C|Martin|1977-10-03|M|F|jill6@adventure-works.com|70000.00|4|0|Graduate Degree|Professional|1|0|9719 Hamilton Ave|Newton|BC|V2L3W8|CA|2013-03-18|2-5 Miles
11825|4|Aimee|NULL|She|1971-11-15|S|F|aimee17@adventure-works.com|70000.00|5|0|Graduate Degree|Professional|1|0|6752 Covington Court|Bellflower|CA|90706|US|2011-10-16|2-5 Miles
11826|4|Jessie|J|Alonso|1971-08-15|M|F|jessie6@adventure-works.com|70000.00|5|0|Graduate Degree|Professional|1|0|7342 Dew Drop Circle|Beverly Hills|CA|90210|US|2011-10-27|0-1 Miles
11827|6|Sara|M|Baker|1980-09-16|M|F|sara43@adventure-works.com|60000.00|2|0|Graduate Degree|Professional|1|0|5269 Mt. Trinity Court|Newton|BC|V2L3W8|CA|2013-02-20|2-5 Miles
11828|1|Katherine|NULL|Martinez|1980-06-04|M|F|katherine88@adventure-works.com|70000.00|5|5|Graduate Degree|Professional|1|2|3836 Carletto Drive|Milwaukie|OR|97222|US|2013-04-03|0-1 Miles
11829|1|Sophia|NULL|Campbell|1975-05-02|M|F|sophia5@adventure-works.com|70000.00|5|5|Graduate Degree|Professional|1|2|8122 Mink Court|Seattle|WA|98104|US|2013-03-13|0-1 Miles
11830|4|Taylor|N|Garcia|1974-07-15|M|F|taylor63@adventure-works.com|80000.00|3|0|Graduate Degree|Professional|1|0|6986 Ida Ave.|Lincoln Acres|CA|91950|US|2011-09-29|0-1 Miles
11831|4|Christian|NULL|Ross|1975-05-24|M|M|christian18@adventure-works.com|80000.00|3|0|Graduate Degree|Professional|1|0|971 Harness Circle|San Carlos|CA|94070|US|2011-10-27|0-1 Miles
11832|1|Zoe|NULL|Murphy|1976-04-01|S|F|zoe13@adventure-works.com|40000.00|0|0|Bachelors|Professional|0|1|3426 Calhoun Court|Walla Walla|WA|99362|US|2013-02-18|2-5 Miles
11833|6|Oscar|G|Price|1982-01-16|M|M|oscar9@adventure-works.com|80000.00|3|3|Bachelors|Skilled Manual|1|1|5049 Teakwood Dr.|Oak Bay|BC|V8P|CA|2013-06-12|2-5 Miles
11834|4|Fernando|M|Flores|1982-04-20|S|M|fernando55@adventure-works.com|80000.00|3|3|Bachelors|Skilled Manual|0|1|3789 Linden Lane|Mill Valley|CA|94941|US|2011-10-22|0-1 Miles
11835|6|Elijah|M|Russell|1970-12-17|S|M|elijah21@adventure-works.com|80000.00|3|3|Bachelors|Skilled Manual|1|2|1592 Working Drive|Metchosin|BC|V9|CA|2013-01-10|2-5 Miles
11836|1|Garrett|NULL|Travers|1970-10-25|M|M|garrett9@adventure-works.com|80000.00|3|3|Bachelors|Skilled Manual|1|2|7947 Stillman Court|Everett|WA|98201|US|2013-03-24|0-1 Miles
11837|4|Haley|NULL|Alexander|1976-08-05|S|F|haley38@adventure-works.com|80000.00|3|3|Bachelors|Skilled Manual|1|2|80 Mozden Lane|San Francisco|CA|94109|US|2011-10-13|2-5 Miles
11838|1|Justin|J|Rodriguez|1970-08-09|S|M|justin48@adventure-works.com|80000.00|3|3|Bachelors|Skilled Manual|0|2|761 Orchard View Ave.|Beaverton|OR|97005|US|2013-05-31|0-1 Miles
11839|4|Tyler|NULL|Brown|1976-07-21|S|M|tyler9@adventure-works.com|60000.00|0|0|Graduate Degree|Professional|1|1|9271 Prestwick Ave.|Santa Monica|CA|90401|US|2011-10-26|2-5 Miles
11840|4|Julian|D|Patterson|1976-05-13|M|M|julian12@adventure-works.com|60000.00|0|0|Graduate Degree|Professional|1|1|9240 Limewood Pl.|Lincoln Acres|CA|91950|US|2013-04-30|2-5 Miles
11841|6|Sean|NULL|Nelson|1969-09-13|M|M|sean41@adventure-works.com|40000.00|0|0|Bachelors|Professional|0|1|4594 Hill Drive|Langley|BC|V3A 4R2|CA|2013-05-20|0-1 Miles
11842|1|Justin|NULL|Wilson|1970-04-03|S|M|justin38@adventure-works.com|50000.00|4|4|Bachelors|Skilled Manual|1|3|7164 Pinncale Drive|Olympia|WA|98501|US|2013-05-12|10+ Miles
11843|1|Christy|NULL|Nara|1975-11-08|S|F|christy34@adventure-works.com|50000.00|4|4|Bachelors|Skilled Manual|0|3|4678 Ygnacio Valley Road|Beaverton|OR|97005|US|2013-02-07|10+ Miles
11844|4|Michele|J|Alvarez|1969-10-06|S|F|michele39@adventure-works.com|50000.00|4|4|Bachelors|Skilled Manual|1|3|9249 Martin St|Chula Vista|CA|91910|US|2013-10-05|10+ Miles
11845|6|Natalie|A|Jones|1930-02-15|S|F|natalie71@adventure-works.com|30000.00|2|0|High School|Skilled Manual|0|2|1442 Hill Top Rd|Shawnee|BC|V8Z 4N5|CA|2013-02-13|0-1 Miles
11846|4|Savannah|A|Reed|1969-12-13|S|F|savannah18@adventure-works.com|50000.00|4|2|Bachelors|Skilled Manual|1|2|4080 Pelican Loop|Long Beach|CA|90802|US|2013-04-28|2-5 Miles
11847|1|Cassidy|NULL|Diaz|1970-05-31|S|F|cassidy23@adventure-works.com|50000.00|4|2|Bachelors|Skilled Manual|0|2|3797 Concord Royale|Portland|OR|97205|US|2013-06-28|0-1 Miles
11848|1|Joshua|C|Lewis|1975-02-24|M|M|joshua23@adventure-works.com|50000.00|4|2|Bachelors|Skilled Manual|1|2|7166 Brock Lane|Yakima|WA|98901|US|2013-07-27|2-5 Miles
11849|4|Faith|C|Reed|1970-03-13|S|F|faith36@adventure-works.com|50000.00|4|2|Bachelors|Skilled Manual|1|2|2751 Trail Way Unit B|La Jolla|CA|92806|US|2013-11-27|2-5 Miles
11850|4|Brooke|C|Ramirez|1980-09-16|S|F|brooke7@adventure-works.com|50000.00|4|2|Bachelors|Skilled Manual|1|2|8004 Water Street|Novato|CA|94947|US|2013-04-08|2-5 Miles
11851|4|Jada|NULL|Mitchell|1969-03-07|S|F|jada23@adventure-works.com|60000.00|4|2|Bachelors|Professional|1|2|6848 Calico Way|Concord|CA|94519|US|2013-06-16|2-5 Miles
11852|4|Kyle|M|Russell|1969-04-23|S|M|kyle15@adventure-works.com|60000.00|4|2|Bachelors|Professional|0|2|1345 Prospect Street|Lakewood|CA|90712|US|2013-07-10|0-1 Miles
11853|4|Grace|NULL|Jones|1979-11-15|S|F|grace2@adventure-works.com|60000.00|0|0|Bachelors|Professional|1|1|8866 Alpha Way|Concord|CA|94519|US|2013-05-10|2-5 Miles
11854|4|Jason|K|Mitchell|1973-10-16|S|M|jason40@adventure-works.com|60000.00|2|2|Graduate Degree|Professional|0|0|7537 Clark Creek Lane|West Covina|CA|91791|US|2011-10-25|0-1 Miles
11855|4|Christian|NULL|Walker|1974-08-09|M|M|christian44@adventure-works.com|60000.00|4|2|Bachelors|Professional|1|4|1575 Brown Street|Burlingame|CA|94010|US|2013-04-27|2-5 Miles
11856|1|Seth|M|Hernandez|1969-02-13|M|M|seth26@adventure-works.com|60000.00|3|2|Graduate Degree|Professional|1|0|4107 St. Raphael Drive|Corvallis|OR|97330|US|2013-11-29|0-1 Miles
11857|1|Isabella|NULL|Young|1974-03-08|S|F|isabella56@adventure-works.com|60000.00|3|2|Graduate Degree|Professional|0|0|9175 Benton Street|Edmonds|WA|98020|US|2013-10-06|0-1 Miles
11858|4|Jordan|A|Coleman|1968-06-05|M|M|jordan2@adventure-works.com|40000.00|3|2|High School|Skilled Manual|1|2|8005 Ranchhand Court|San Gabriel|CA|91776|US|2013-03-27|2-5 Miles
11859|1|Blake|J|Garcia|1968-03-08|M|M|blake16@adventure-works.com|70000.00|1|0|Partial College|Skilled Manual|1|1|9322 Driving Drive|Olympia|WA|98501|US|2013-04-22|2-5 Miles
11860|4|Nicole|NULL|Walker|1967-07-09|M|F|nicole23@adventure-works.com|70000.00|1|0|Partial College|Skilled Manual|1|1|8362 Abbey Court|National City|CA|91950|US|2013-07-03|2-5 Miles
11861|6|Katherine|NULL|Carter|1967-10-22|M|F|katherine58@adventure-works.com|70000.00|1|0|Partial College|Skilled Manual|1|1|591 Laguna Street # 439|Westminster|BC|V3L 1H4|CA|2013-05-14|0-1 Miles
11862|1|Olivia|NULL|Peterson|1972-09-11|S|F|olivia40@adventure-works.com|40000.00|4|2|High School|Skilled Manual|1|2|9212 Tupelo Drive|Everett|WA|98201|US|2013-05-16|2-5 Miles
11863|1|Jessica|NULL|Wood|1967-04-10|M|F|jessica26@adventure-works.com|60000.00|1|0|Partial College|Skilled Manual|1|1|1439 N. Canyon Road|Sedro Woolley|WA|98284|US|2013-09-03|2-5 Miles
11864|1|Elizabeth|W|Thompson|1967-03-06|M|F|elizabeth19@adventure-works.com|60000.00|1|0|Partial College|Skilled Manual|1|1|2894 Encino Dr.|Tacoma|WA|98403|US|2013-03-01|2-5 Miles
11865|4|Chloe|R|Rivera|1966-08-06|M|F|chloe54@adventure-works.com|60000.00|1|0|Partial College|Skilled Manual|1|1|6282 Mcneil Place|National City|CA|91950|US|2013-02-17|2-5 Miles
11866|4|Lucas|L|Scott|1966-12-30|M|M|lucas46@adventure-works.com|60000.00|1|0|Partial College|Skilled Manual|0|1|1218 Woodside Court|Glendale|CA|91203|US|2013-02-18|0-1 Miles
